OBJECTID,UID,LONGITUDE,LATITUDE,FACNAME,FACTYPE,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,AREACODE,PHONE,CONTACT,TITLE,FIPS,NAME,TYPE,METHOD,PERMIT_NO_
3098,FS090030,-83.06235000,32.43173000,Dexter Volunteer Fire Department,12.00000000,Post Office Box 1145,,Dexter,Georgia,31019,912.00000000,875-3838,,,13175,Laurens,Fire Station,GPS,
3099,GA0048682,-83.05037000,32.43450000,Dexter WPCP,26.00000000,P.O. Box 1145,,Dexter,Georgia,31019,0.00000000,,,,13175,Laurens,Wastewater Treatment Plant,GPS,
3100,CI092052,-82.77809000,32.14722000,Alamo City Hall,6.00000000,PO Box 646,,Alamo,Georgia,30411,912.00000000,568-7153,Maurice Johnson,Mayor,13309,Wheeler,City Hall,GPS,
3101,PD090002,-82.77791000,32.14728000,Alamo Police Department,19.00000000,105 W Main St,,Alamo,Georgia,30411,912.00000000,568-7153,Wayne Whitehead,Chief,13309,Wheeler,Police Station,GPS,
3102,FS090003,-82.77777000,32.14719000,Alamo Fire Department,12.00000000,105 South Commerce,,Alamo,Georgia,30411,912.00000000,568-7153,,,13309,Wheeler,Fire Station,GPS,
3103,WT091031,-82.77869000,32.14899000,Alamo #2,27.00000000,PO Box 646,,Alamo,Georgia,30411,912.00000000,568-7153,,,13309,Wheeler,Water System,GPS,
3104,WT091032,-82.77815000,32.14910000,Alamo WT,27.00000000,PO Box 646,,Alamo,Georgia,30411,912.00000000,568-7153,,,13309,Wheeler,Water System,GPS,
3105,CH090017,-82.78174000,32.14819000,Wheeler County Courthouse,10.00000000,119 W Pearl St,,Alamo,Georgia,30411,912.00000000,568-7137,,,13309,Wheeler,Courthouse,GPS,
3106,CJ092001,-82.78304000,32.14816000,Wheeler County Jail,9.00000000,Forest Ave,,Alamo,Georgia,30411,912.00000000,568-7107,,,13309,Wheeler,County Jail,GPS,
3107,SO090015,-82.78304000,32.14862000,Wheeler County Sheriff's Office,21.00000000,Post Office Box 126,,Alamo,Georgia,30411,912.00000000,568-7107,Peacock,Sheriff,13309,Wheeler,Sheriffs' Office,GPS,
3108,190-018,-82.78286000,32.14870000,Wheeler County Library,17.00000000,205 West Forest Avenue,,Alamo,Georgia,30411,912.00000000,568-7321,,,13309,Wheeler,Library,GPS,
3109,7533052,-82.77634000,32.15297000,Wheeler County High,13.00000000,Route 1 Box 145,,Alamo,Georgia,30411,912.00000000,568-7166,William Black,Principal,13309,Wheeler,"High School, Public",GPS,
3110,GA0021440,-82.77188000,32.14052000,Alamo Pond,26.00000000,P.O. Box 646,,Alamo,Georgia,30411,0.00000000,,,,13309,Wheeler,Wastewater Treatment Plant,GPS,
3111,FS090096,-82.72446000,32.01392000,Springhill Volunteer Fire Department,12.00000000,"Rt 2, Box 71",,Alamo,Georgia,30411,912.00000000,363-7780,,,13309,Wheeler,Fire Station,GPS,
3112,FS090097,-82.71078000,32.16832000,Stuckey Volunteer Fire Department,12.00000000,"Rt 1, Box 142B",,Glenwood,Georgia,30428,912.00000000,523-5264,,,13309,Wheeler,Fire Station,GPS,
3113,GA0021377,-82.66675000,32.17191000,Glenwood WPCP,26.00000000,P.O. Box 616,,Glenwood,Georgia,30428,0.00000000,,,,13309,Wheeler,Wastewater Treatment Plant,GPS,
3114,HG090013,-82.67193000,32.18048000,Wheeler County Hospital,14.00000000,Third Street,Post Office Box 398,Glenwood,Georgia,30428,912.00000000,523-5113,David Crowson,Administrator,13309,Wheeler,"Hospital, Admissions Entrance",GPS,
3115,HE090013,-82.67229000,32.18036000,Wheeler County Hospital,15.00000000,Third Street,Post Office Box 398,Glenwood,Georgia,30428,912.00000000,523-5113,David Crowson,Administrator,13309,Wheeler,"Hospital, Emergency Entrance",GPS,
3116,CI092053,-82.67190000,32.18095000,Glenwood City Hall,6.00000000,PO Box 616,,Glenwood,Georgia,30428,912.00000000,523-5223,"G M Joiner, Jr",Mayor,13309,Wheeler,City Hall,GPS,
3117,FS090043,-82.67167000,32.18093000,Glenwood City Volunteer Fire Department,12.00000000,Third Ave,Post Office Box 616,Glenwood,Georgia,30428,912.00000000,523-5223,,,13309,Wheeler,Fire Station,GPS,
3118,PD090012,-82.67032000,32.18125000,Glenwood Police Department,19.00000000,Post Office Box 616,,Glenwood,Georgia,30428,912.00000000,523-5223,Randall Tootle,Chief,13309,Wheeler,Police Station,GPS,
3119,WT090055,-82.67659000,32.18186000,City of Glenwood,27.00000000,,Post Office Box 616,Glenwood,Georgia,30428-0616,912.00000000,523-5223,G. Joiner,,13309,Wheeler,Water System,GPS,
3120,WT091028,-82.66983000,32.18194000,Glenwood WT,27.00000000,PO Box 616,,Glenwood,Georgia,30428,912.00000000,523-5223,,,13309,Wheeler,Water System,GPS,
3121,7536595,-82.67643000,32.17902000,Tri-County Alternative,13.00000000,TAPS,PO Box 84,Glenwood,Georgia,30428,912.00000000,523-5169,Leon Fields,Principal,13309,Wheeler,"High School, Public",GPS,
3122,WT090028,-82.59400000,32.17964000,City of Mount Vernon,27.00000000,,Post Office Box 237,Mount Vernon,Georgia,30445-0237,912.00000000,583-2323,J. Fountain,,13209,Montgomery,Water System,GPS,
3123,CI092041,-82.59522000,32.17418000,Mt Vernon City Hall,6.00000000,PO Box 237,,Mt Vernon,Georgia,30445,912.00000000,583-2323,J M Fountain,Mayor,13209,Montgomery,City Hall,GPS,
3124,FS090074,-82.59590000,32.17381000,Mount Vernon Fire Department,12.00000000,Center St,,Mount Vernon,Georgia,30445,912.00000000,583-2323,,,13209,Montgomery,Fire Station,GPS,
3125,PD090023,-82.59573000,32.17390000,Mount Vernon Police Department,19.00000000,435 S Railroad Ave,,Mt Vernon,Georgia,30445,912.00000000,583-2323,Wayne Trautz,Chief,13209,Montgomery,Police Station,GPS,
3126,CH090009,-82.59553000,32.17400000,Montgomery County Courthouse,10.00000000,"400 Railroad Ave, US 221",,Mount Vernon,Georgia,30445,912.00000000,583-4401,,,13209,Montgomery,Courthouse,GPS,
3127,WT091033,-82.59324000,32.17420000,Mt Vernon #2,27.00000000,,,Mt Vernon,Georgia,,0.00000000,,,,13209,Montgomery,Water System,GPS,
3128,SO090008,-82.59406000,32.17475000,Montgomery County Sheriff's Office,21.00000000,Post Office Box 277,,Mount Vernon,Georgia,30445,912.00000000,583-2521,Jim Higgs,Sheriff,13209,Montgomery,Sheriffs' Office,GPS,
3129,CJ092002,-82.59406000,32.17475000,Montgomery County Jail,9.00000000,,,Mt Vernon,Georgia,,0.00000000,,,,13209,Montgomery,County Jail,GPS,
3130,PS090006,-82.56672000,32.16271000,Montgomery State Prison,22.00000000,Highway 107 S,Post Office Box 256,Mount Vernon,Georgia,30445,912.00000000,583-2286,Herman Johnson,Warden,13209,Montgomery,State Prison,GPS,
3131,GA0033758,-82.59095000,32.16887000,Mount Vernon WPCP,26.00000000,PO Box 237,,Mt Vernon,Georgia,30445,912.00000000,,,,13209,Montgomery,Wastewater Treatment Plant,GPS,
3132,195-003,-82.59534000,32.17639000,Montgomery County Public Library,17.00000000,215 Railroad Avenue,,Mount Vernon,Georgia,30445,912.00000000,583-2780,,,13209,Montgomery,Library,GPS,
3133,7030187,-82.58278000,32.18259000,Montgomery County High,13.00000000,701 C Dobbins St.,,Mt. Vernon,Georgia,30445,912.00000000,583-2296,Benny Dees,Principal,13209,Montgomery,"High School, Public",GPS,
3134,4P091001,-82.58427000,32.18387000,Brewton Parker College,3.00000000,Hwy 280 E,,Mount Vernon,Georgia,30445,912.00000000,583-2241,Lynn Holmes,,13209,Montgomery,Private Four-Year College,GPS,
3135,PD090031,-82.50835000,32.03608000,Uvalda Police Department,19.00000000,102 W Main St,,Uvalda,Georgia,30473,912.00000000,594-6414,Billy Long,Chief,13209,Montgomery,Police Station,GPS,
3136,FS090105,-82.51018000,32.03649000,Uvalda Volunteer Fire Department,12.00000000,207 W Main St,,Uvalda,Georgia,30473,912.00000000,594-6621,,,13209,Montgomery,Fire Station,GPS,
3137,WT090030,-82.51371000,32.03559000,City of Uvalda,27.00000000,,Post Office Box 298,Uvalda,Georgia,30473,912.00000000,594-6414,E. New,,13209,Montgomery,Water System,GPS,
3138,CI092043,-82.50859000,32.03708000,Uvalda City Hall,6.00000000,PO Box 298,,Uvalda,Georgia,30473,912.00000000,594-6414,Johnny Corley,Mayor,13209,Montgomery,City Hall,GPS,
3139,GAU020040,-82.50839000,32.02574000,Uvalda WPCP,26.00000000,P.O. Box 298,,Uvalda,Georgia,30473,0.00000000,,,,13209,Montgomery,Wastewater Treatment Plant,GPS,
3140,WT090027,-82.47695000,32.08044000,City of Alston,27.00000000,,Post Office Box 218,Alston,Georgia,30412-0218,912.00000000,594-6701,Edwin McBride,,13209,Montgomery,Water System,GPS,
3141,FS090004,-82.47744000,32.08024000,Alston Volunteer Fire Department,12.00000000,5141 Railroad St,,Alston,Georgia,30412,912.00000000,594-6795,,,13209,Montgomery,Fire Station,GPS,
3142,CI092039,-82.47744000,32.08024000,Alston City Hall,6.00000000,PO Box 156,,Alston,Georgia,30412,912.00000000,594-6701,Edwin McBride,Mayor,13209,Montgomery,City Hall,GPS,
3143,CI092040,-82.46720000,32.21664000,Higgston City Hall,6.00000000,310 James St,,Ailey,Georgia,30410,912.00000000,537-3787,Doborah Henry,,13209,Montgomery,City Hall,GPS,
3144,FS090050,-82.46700000,32.21674000,Higgston Volunteer Fire Department,12.00000000,James St,,Higgston,Georgia,30410,912.00000000,537-8470,,,13209,Montgomery,Fire Station,GPS,
3145,CI092042,-82.55959000,32.31922000,Tarrytown City Hall,6.00000000,PO Box 298,,Tarrytown,Georgia,30470,912.00000000,529-4551,David Warnock,Mayor,13209,Montgomery,City Hall,GPS,
3146,WT090029,-82.55970000,32.31942000,City of Tarrytown,27.00000000,,Post Office Box 906,Tarrytown,Georgia,30470-0906,912.00000000,529-4551,Chester Hilton,,13209,Montgomery,Water System,GPS,
3147,CI092038,-82.56617000,32.18724000,Ailey City Hall,6.00000000,PO Box 40,,Ailey,Georgia,30410,912.00000000,583-2265,T A Peterson,Mayor,13209,Montgomery,City Hall,GPS,
3148,FS090002,-82.56594000,32.18707000,Ailey Fire Department,12.00000000,100 S Railroad St,,Ailey,Georgia,30410,912.00000000,583-2465,,,13209,Montgomery,Fire Station,GPS,
3149,WT090026,-82.56298000,32.18460000,City of Ailey,27.00000000,,Post Office Box 40,Ailey,Georgia,30410,912.00000000,583-2465,L. Williams,,13209,Montgomery,Water System,GPS,
3150,GA0049247,-82.57322000,32.20764000,Ailey WPCP,26.00000000,P.O. Box 40,,Ailey,Georgia,30410,0.00000000,,,,13209,Montgomery,Wastewater Treatment Plant,GPS,
3151,FS090104,-82.65316000,32.35427000,Treutlen County Fire Department Station 87,12.00000000,Post Office Box 238,,Soperton,Georgia,30457,912.00000000,529-4221,,,13283,Treutlen,Fire Station,GPS,
3152,7403050,-82.60105000,32.36746000,Treutlen High,13.00000000,1201 Fowler St,,Soperton,Georgia,30457,912.00000000,529-4536,Robert Carroll,Principal,13283,Treutlen,"High School, Public",GPS,
3153,PS090013,-82.60111000,32.36209000,Treutlen Shock Unit,22.00000000,Session St,Post Office Box 747,Soperton,Georgia,30457,912.00000000,529-6760,James Combs,Warden,13283,Treutlen,State Prison,GPS,
3154,GA0020826,-82.59711000,32.36474000,Soperton WPCP,26.00000000,P.O. Box 238,,Soperton,Georgia,30457,0.00000000,,,,13283,Treutlen,Wastewater Treatment Plant,GPS,
3155,WT090047,-82.59153000,32.37593000,City of Soperton,27.00000000,,Post Office Box 238,Soperton,Georgia,30457-0238,912.00000000,529-6173,Frank Radford,,13283,Treutlen,Water System,GPS,
3156,SO090013,-82.59187000,32.37619000,Treutlen County Sheriff's Office,21.00000000,Post Office Box 316,,Soperton,Georgia,30457,912.00000000,529-3222,Wayne Hooks,Sheriff,13283,Treutlen,Sheriffs' Office,GPS,
3157,CJ090013,-82.59168000,32.37619000,Treutlen County Jail,9.00000000,109 Third St,,Soperton,Georgia,30457,912.00000000,529-3223,Wayne Hooks,,13283,Treutlen,County Jail,GPS,
3158,CH090015,-82.59326000,32.37740000,Treutlen County Courthouse,10.00000000,200 Georgia Ave,,Soperton,Georgia,30457,912.00000000,529-4215,,,13283,Treutlen,Courthouse,GPS,
3159,190-012,-82.59390000,32.57664000,Treutlen County Library,17.00000000,Second and Alabama Streets,,Soperton,Georgia,30457,912.00000000,529-6683,,,13283,Treutlen,Library,GPS,
3160,CI092051,-82.59288000,32.37860000,Soperton City Hall,6.00000000,PO Box 238,,Soperton,Georgia,30457,912.00000000,529-6173,"Fran Radford, Jr",Mayor,13283,Treutlen,City Hall,GPS,
3161,MJ090006,-82.59344000,32.37968000,Soperton City Jail,7.00000000,104 Metter Rd,,Soperton,Georgia,30457,0.00000000,,,,13283,Treutlen,City Jail,GPS,
3162,FS090094,-82.59344000,32.37968000,Soperton Volunteer Fire Department,12.00000000,Post Office Box 238,,Soperton,Georgia,30457,912.00000000,529-4400,,,13283,Treutlen,Fire Station,GPS,
3163,PD090029,-82.59344000,32.37968000,Soperton Police Department,19.00000000,104 Metter Rd,,Soperton,Georgia,30457,912.00000000,529-4221,Darrell Collins,Chief,13283,Treutlen,Police Station,GPS,
3164,WT090048,-82.61821000,32.39786000,Treutlen County Development Authority,27.00000000,112 W Main St,,Soperton,Georgia,30457,912.00000000,529-3234,Wesley Crow,,13283,Treutlen,Water System,GPS,
3165,4J8,-82.56471000,32.38678000,Treutlen County Airport,5.00000000,,,Soperton,Georgia,,0.00000000,,Jim Gillis,"Chair, Treutlen County Commission",13283,Treutlen,Airport,GPS,
3166,FS090102,-82.49167000,32.45887000,Treutlen County Fire Department Station 88,12.00000000,Post Office Box 238,,Soperton,Georgia,30457,912.00000000,529-4221,,,13283,Treutlen,Fire Station,GPS,
3167,FS090103,-82.59758000,32.48149000,Treutlen County Fire Department Station 89,12.00000000,Post Office Box 238,,Soperton,Georgia,30457,912.00000000,529-4221,,,13283,Treutlen,Fire Station,GPS,
3168,FS090100,-82.67306000,32.43444000,Treutlen County Fire Department Station 91,12.00000000,Post Office Box 238,,Soperton,Georgia,30457,912.00000000,529-4221,,,13283,Treutlen,Fire Station,GPS,
3169,FS090028,-82.71148000,32.27401000,Crossroads Fire Department,12.00000000,"Rt 2, Box 92",,Glenwood,Georgia,30428,912.00000000,523-5503,,,13309,Wheeler,Fire Station,GPS,
3170,WT090003,-82.50243000,31.83072000,City of Graham,27.00000000,9659 Golden Isles W,,Graham,Georgia,31513,912.00000000,367-2202,Buddie Miller,,13001,Appling,Water System,GPS,
3171,PD092001,-82.50089000,31.83121000,Graham Police Dept,19.00000000,9659 Golden Isles W,,Graham,Georgia,31513,912.00000000,367-2202,,,13001,Appling,Police Station,GPS,
3172,CI092003,-82.50089000,31.83121000,Graham City Hall,6.00000000,9659 Golden Isles W,,Graham,Georgia,31513,912.00000000,367-2202,W Buddie Miller,Mayor,13001,Appling,City Hall,GPS,
3173,FS090044,-82.50017000,31.83098000,Graham Fire Department,12.00000000,"Rt 1, Box 231",,Hazlehurst,Georgia,31539,912.00000000,367-6056,,,13001,Appling,Fire Station,GPS,
3174,WT090017,-82.69611000,31.72621000,City of Denton,27.00000000,,Post Office Box 183,Denton,Georgia,31532-0183,912.00000000,375-3892,Loys Peacock,,13161,Jeff Davis,Water System,GPS,
3175,CI092010,-82.69807000,31.72199000,Denton City Hall,6.00000000,PO Box 183,,Denton,Georgia,31532,912.00000000,375-3892,"Loys Peacock, Jr",Mayor,13161,Jeff Davis,City Hall,GPS,
3176,FS090052,-82.69899000,31.72165000,Jeff Davis County Fire Dept Station 02 - Denton,12.00000000,305 Pat Dixon Rd,,Hazlehurst,Georgia,31539,912.00000000,375-6628,,,13161,Jeff Davis,Fire Station,GPS,
3177,FS090055,-82.75070000,31.76327000,Jeff Davis County Fire Dept Station 05-Snipesville,12.00000000,305 Pat Dixon Rd,,Hazlehurst,Georgia,31539,0.00000000,,,,13161,Jeff Davis,Fire Station,GPS,
3178,HG090007,-82.60712000,31.85782000,Jeff Davis Hospital,14.00000000,1215 S Tallahassee Street,Post Office Box 1200,Hazlehurst,Georgia,31539,912.00000000,375-7781,Oreta Williams,Administrator,13161,Jeff Davis,"Hospital, Admissions Entrance",GPS,
3179,HE090007,-82.60631000,31.85739000,Jeff Davis Hospital,15.00000000,200 Industrial Boulevard,Post Office Box 1408,Dublin,Georgia,31021,912.00000000,275-2000,Steve Hoelscher,Administrator,13175,Laurens,"Hospital, Emergency Entrance",GPS,
3180,230-021,-82.60161000,31.86104000,Hazlehurst-Jeff Davis Public Library,17.00000000,700 Cromartie Street,,Hazlehurst,Georgia,31539,912.00000000,375-2386,,,13161,Jeff Davis,Library,GPS,
3181,SO090006,-82.59968000,31.86191000,Jeff Davis County Sheriff's Office,21.00000000,Post Office Box 237,,Hazelhurst,Georgia,31539,912.00000000,375-6600,James Boatright,Sheriff,13161,Jeff Davis,Sheriffs' Office,GPS,
3182,CH090007,-82.60048000,31.86180000,Jeff Davis County Courthouse,10.00000000,102 Jeff Davis St,,Hazlehurst,Georgia,31539,912.00000000,375-6615,,,13161,Jeff Davis,Courthouse,GPS,
3183,CJ090006,-82.59893000,31.86746000,Jeff Davis Jail,9.00000000,104 N Williams St,,Hazelhurst,Georgia,31539,912.00000000,375-6604,James Boatright,,13161,Jeff Davis,County Jail,GPS,
3184,PD090015,-82.59941000,31.86710000,Hazelhurst Police Department,19.00000000,106 S Williams,,Hazelhurst,Georgia,31539,912.00000000,375-6688,Steven Land,Chief,13161,Jeff Davis,Police Station,GPS,
3185,WT090018,-82.60157000,31.86685000,City of Hazlehurst,27.00000000,,Post Office Box 512,Hazlehurst,Georgia,31539-0512,912.00000000,375-6680,Wyatt Spann,,13161,Jeff Davis,Water System,GPS,
3186,FS090054,-82.56416000,31.78578000,Jeff Davis County Fire Dept Station 04-Satilla,12.00000000,Post Office Box 303,,Hazlehurst,Georgia,31539,0.00000000,,,,13161,Jeff Davis,Fire Station,GPS,
3187,6801050,-82.61071000,31.86051000,Jeff Davis High,13.00000000,Broxton Rd.,,Hazlehurst,Georgia,31539,912.00000000,375-6760,Ronald Dixon,Principal,13161,Jeff Davis,"High School, Public",GPS,
3188,FS092010,-82.70398000,31.83600000,Dodge State Prison Fire Dept,12.00000000,Carolina Ave,,Chester,Georgia,31012,912.00000000,358-4801,Phillip White,,13091,Dodge,Fire Station,GPS,
3189,FS090048,-82.60532000,31.86407000,Hazlehurst Fire Department,12.00000000,305 Pat Dixon Rd,,Hazlehurst,Georgia,31539,912.00000000,375-6699,,,13161,Jeff Davis,Fire Station,GPS,
3190,CI092011,-82.59966000,31.86710000,Hazlehurst City Hall,6.00000000,PO Box 512,,Hazlehurst,Georgia,31539,912.00000000,375-6680,Wyatt Spann,Mayor,13161,Jeff Davis,City Hall,GPS,
3191,FS090049,-82.58932000,31.86585000,Hazlehurst Fire Department Station 02,12.00000000,305 Pat Dixon Rd,,Hazlehurst,Georgia,31539,912.00000000,375-6698,,,13161,Jeff Davis,Fire Station,GPS,
3192,FS090053,-82.47601000,31.89979000,Jeff Davis County Fire Dept Station 03 - Altamaha,12.00000000,305 Pat Dixon Rd,,Hazlehurst,Georgia,31539,0.00000000,,,,13161,Jeff Davis,Fire Station,GPS,
3193,WT091035,-82.58956000,31.86875000,Hazlehurst Tower #2,27.00000000,,,Hazlehurst,Georgia,,0.00000000,,,,13161,Jeff Davis,Water System,GPS,
3194,GA0036765,-82.58169000,31.88763000,Hazlehurst,26.00000000,P.O. Box 512,,Hazlehurst,Georgia,31539,0.00000000,,,,13161,Jeff Davis,Wastewater Treatment Plant,GPS,
3195,AZE,-82.64601000,31.87931000,Hazlehurst Airport,5.00000000,210 Latimer St,,Hazlehurst,Georgia,,912.00000000,375-7437,,,13161,Jeff Davis,Airport,GPS,
3196,GA0032280,-82.61709000,31.87366000,Hazlehurst Pond #1,26.00000000,P.O. Box 512,,Hazelhurst,Georgia,31539,0.00000000,,,,13161,Jeff Davis,Wastewater Treatment Plant,GPS,
3197,FS090021,-83.27859000,32.39879000,Cochran-Bleckley Fire Department Airport Station,12.00000000,Rt 3,,Cochran,Georgia,31014,0.00000000,,,,13023,Bleckley,Fire Station,GPS,
3198,48A,-83.27841000,32.39845000,Cochran Airport,5.00000000,Route 3,,Cochran,Georgia,31014,912.00000000,934-2137,,,13023,Bleckley,Airport,GPS,
3199,FS090022,-83.30446000,32.51577000,Cochran-Bleckley Fire Department Cary Station 05,12.00000000,Rt 1,,Cochran,Georgia,31014,0.00000000,,,,13023,Bleckley,Fire Station,GPS,
3200,FS090025,-83.24487000,32.46831000,Cochran-Bleckley Fire Department Salem Station,12.00000000,Rt 1,,Cochran,Georgia,31014,0.00000000,,,,13023,Bleckley,Fire Station,GPS,
3201,CI090027,-83.15352000,32.39471000,Chester City Hall,6.00000000,PO Box 67,,Chester,Georgia,31012,912.00000000,358-4550,Louie Mullis,,13091,Dodge,City Hall,GPS,
3202,FS090017,-83.15430000,32.39544000,Chester Fire Department,12.00000000,Post Office Box 67,,Chester,Georgia,31012,912.00000000,358-4308,,,13091,Dodge,Fire Station,GPS,
3203,PS090001,-83.16676000,32.39248000,Dodge State Prison,22.00000000,Carolina Ave/Old Bethel Church Rd,Post Office 276,Chester,Georgia,31012,912.00000000,358-4801,Stacy King,Warden,13091,Dodge,State Prison,GPS,
3204,GAU020202,-83.15993000,32.38159000,"Chester, Town of",26.00000000,P.O. Box 67,,Chester,Georgia,31012,0.00000000,,,,13091,Dodge,Wastewater Treatment Plant,GPS,
3205,WT090008,-83.15211000,32.39454000,Town of Chester,27.00000000,,Post Office Box 67,Chester,Georgia,31012-0067,912.00000000,358-4549,Ralph Hosford,,13091,Dodge,Water System,GPS,
3206,FS090008,-82.44943000,31.72408000,Appling County Fire Department,12.00000000,County Farm Rd,,Baxley,Georgia,31513,912.00000000,367-7289,,,13001,Appling,Fire Station,GPS,
3207,30J,-82.39038000,31.71378000,Baxley Municipal Airport,5.00000000,361 Airport Road,,Baxley,Georgia,31513,912.00000000,367-6269,Lili Juliano,FBO,13001,Appling,Airport,GPS,
3208,GAU020182,-82.35886000,31.73746000,Baxley,26.00000000,P.O. Box 180,,Baxley,Georgia,31513,0.00000000,,,,13001,Appling,Wastewater Treatment Plant,GPS,
3209,SP090002,-82.36793000,31.73355000,Appling Christian Academy,20.00000000,3297 Hatch Parkway South,"Route 4, Box 5l3",Baxley,Georgia,31513,912.00000000,367-2045,,,13001,Appling,Private School,GPS,
3210,6012050,-82.35392000,31.75848000,Appling County High,13.00000000,1319 Hwy. 15 South,,Baxley,Georgia,31513,912.00000000,367-8610,Larry Dyal,Principal,13001,Appling,"High School, Public",GPS,
3211,FS090083,-82.32541000,31.64556000,Red Oak Volunteer Fire Department,12.00000000,"Rt 5, Box 870",,Baxley,Georgia,31513,912.00000000,367-7308,,,13001,Appling,Fire Station,GPS,
3212,FS090006,-82.20874000,31.62044000,Appling County Fire Department 4th District Station,12.00000000,"Rt 5, Box 1285",,Baxley,Georgia,31513,912.00000000,367-6718,,,13001,Appling,Fire Station,GPS,
3213,FS090009,-82.14734000,31.52437000,Appling County Fire Department County Line Station,12.00000000,Rt 1 Box 96,,Bristol,Georgia,31518,912.00000000,367-3313,,,13001,Appling,Fire Station,GPS,
3214,FS090011,-82.15670000,31.82767000,Appling County Fire Department Hwy 144 Station,12.00000000,"Rt 6, Box 706",,Baxley,Georgia,31513,912.00000000,367-7293,,,13001,Appling,Fire Station,GPS,
3215,FS092016,-82.18747000,31.87889000,Hwy 144 Fire Substation,12.00000000,GA Hwy 144,,Baxley,Georgia,,0.00000000,,,,13001,Appling,Fire Station,GPS,
3216,WT090001,-82.35095000,31.77766000,City of Baxley,27.00000000,201 Tippins St,Post Office Box 180,Baxley,Georgia,31513-0180,912.00000000,367-8314,Hilton Baxley,,13001,Appling,Water System,GPS,
3217,WT091005,-82.35095000,31.77765000,Baxley #2,27.00000000,PO Box 180,,Baxley,Georgia,31513,912.00000000,367-8314,,,13001,Appling,Water System,GPS,
3218,WT091010,-82.34136000,31.77701000,Baxley #4,27.00000000,PO Box 180,,Baxley,Georgia,31513,912.00000000,367-8314,,,13001,Appling,Water System,GPS,
3219,200-003,-82.34507000,31.77692000,Appling County Public Library,17.00000000,300 City Hall Drive,,Baxley,Georgia,31513,912.00000000,367-8103,,,13001,Appling,Library,GPS,
3220,PD090003,-82.34434000,31.77652000,Baxley Police Department,19.00000000,Post Office Box 180,,Baxley,Georgia,31513,912.00000000,367-8305,James Godfrey,Chief,13001,Appling,Police Station,GPS,
3221,FS090013,-82.34434000,31.77652000,Baxley Volunteer Fire Department,12.00000000,303 E Parker St,,Baxley,Georgia,31513,912.00000000,367-8308,,,13001,Appling,Fire Station,GPS,
3222,CI092001,-82.34434000,31.77652000,Baxley City Hall,6.00000000,PO Box 180,,Baxley,Georgia,31513,912.00000000,367-8300,"Hilton Baxley, Jr",Mayor,13001,Appling,City Hall,GPS,
3223,CH090001,-82.34895000,31.77784000,Appling County Courthouse,10.00000000,Courthouse Square,,Baxley,Georgia,31513,912.00000000,367-8126,,,13001,Appling,Courthouse,GPS,
3224,SO090001,-82.34955000,31.77790000,Appling County Sheriff's Office,21.00000000,Courthouse Square,,Baxley,Georgia,31513,912.00000000,367-8120,Lewis Parker,Sheriff,13001,Appling,Sheriffs' Office,GPS,
3225,CJ090001,-82.34955000,31.77790000,Appling County Jail,9.00000000,Courthouse Square,,Baxley,Georgia,31513,912.00000000,367-8121,Lewis Parker,,13001,Appling,County Jail,GPS,
3226,HG090001,-82.34959000,31.76908000,Appling Hospital,14.00000000,301 E. Tollison Street,Post Office Box 326,Baxley,Georgia,31513,912.00000000,367-9841,Luther Reeves,CEO,13001,Appling,"Hospital, Admissions Entrance",GPS,
3227,HE090001,-82.34970000,31.76939000,Appling Hospital,15.00000000,301 E. Tollison Street,Post Office Box 326,Baxley,Georgia,31513,912.00000000,367-9841,Luther Reeves,CEO,13001,Appling,"Hospital, Emergency Entrance",GPS,
3228,WT091009,-82.34997000,31.77012000,Baxley #3,27.00000000,PO Box 180,,Baxley,Georgia,31513,912.00000000,367-8314,,,13001,Appling,Water System,GPS,
3229,WT091034,-82.31857000,31.77287000,Baxley #6,27.00000000,Frost Industrial Blvd,,Baxley,Georgia,,0.00000000,,,,13001,Appling,Water System,GPS,
3230,FS090012,-82.26696000,31.86634000,Appling County Fire Department Ten Mile Station,12.00000000,"Rt 6, Box 970",,Baxley,Georgia,31513,912.00000000,367-4528,,,13001,Appling,Fire Station,GPS,
3231,FS090007,-82.36286000,31.87564000,Appling County Fire Department Altamaha Station,12.00000000,"Rt 1, Box 1290",,Baxley,Georgia,31513,912.00000000,367-6122,,,13001,Appling,Fire Station,GPS,
3232,FS090040,-82.35232000,31.93259000,GA Power Plant Hatch,12.00000000,Post Office Box 439,,Baxley,Georgia,31513,0.00000000,,,,13001,Appling,Fire Station,GPS,
3233,VT091001,-82.36857000,31.78674000,Altamaha Tech - Extension,25.00000000,US Hwy 341,,Baxley,Georgia,,0.00000000,,,,13001,Appling,Public Vocational Technical School,GPS,
3234,WT091036,-82.40947000,31.80337000,Baxley #5,27.00000000,W. Park Dr,,Baxley,Georgia,,0.00000000,,,,13001,Appling,Water System,GPS,
3235,FS090112,-81.97954000,31.73439000,Wayne County Fire Department Madray Springs Station,12.00000000,9885 Lanes Bridge Rd,Post Office Box 217,Jesup,Georgia,31545,912.00000000,586-6905,Gene Pritchett,Fire Chief,13305,Wayne,Fire Station,GPS,
3236,WT090053,-81.90138000,31.63519000,Wayne County Maintenance Shops,27.00000000,109 Raintree Dr,Post Office Box 217,Jesup,Georgia,31545-0217,912.00000000,427-5980,Nancy Jones,,13305,Wayne,Water System,GPS,
